Year,PoliticalParty,Category,Number,Plan
2015,PP Madrid,La nueva agenda de la I+D+i,120,"Coordinaremos las ayudas, instituciones, instrumentos y organismos en las diferentes administraciones para maximizar su eficiencia y su impacto económico y social."
2015,PP Madrid,La nueva agenda de la I+D+i,121,Profundizaremos en la coordinación territorial y nacional de las instalaciones científico-técnicas siguiendo un modelo de mapa dinámico de recursos que tenga en cuenta las necesidades científicas regionales.
2015,PP Madrid,La nueva agenda de la I+D+i,122,Seguiremos impulsando el incremento de las partidas de inversión pública en la I+D+i. Promoveremos una mayor coordinación entre las administraciones implicadas para facilitar el cumplimiento de los compromisos de los planes regionales de I+D+i.
2015,PP Madrid,La nueva agenda de la I+D+i,123,"Promoveremos la creación de empresas de base tecnológica mediante un marco normativo que apoye a los investigadores, a los centros de investigación y a los inversores a crear un ecosistema favorable, en el que prime la creación de valor."
2015,PP Madrid,La nueva agenda de la I+D+i,124,"Potenciaremos las sinergias entre las administraciones públicas, instituciones académicas, empresas, sociedad civil e inversores con el fin de afrontar retos y ofrecer soluciones innovadoras."
2015,PP Madrid,La nueva agenda de la I+D+i,125,"Fomentaremos la inversión privada en I+D+i para aumentar la competitividad de nuestro tejido productivo regional, con especial interés en la generación de empleos de alta cualificación. Incrementaremos el papel de la innovación empresarial como palanca del crecimiento."
2015,PP Madrid,La nueva agenda de la I+D+i,126,"Coordinaremos nuestros sistemas de información a escala nacional permitiendo la interconexión, normalización y armonización de todos los datos autonómicos y locales procedentes de diversas administraciones e instituciones científicas."
2015,PP Madrid,La nueva agenda de la I+D+i,127,"Reforzaremos el papel de España en los consorcios internacionales. Promoveremos la participación de los organismos públicos y privados en programas y proyectos científicos, tecnológicos o de innovación internacionales, redes del conocimiento y, especialmente en las iniciativas promovidas por la Unión Europea."
2015,PP Madrid,La nueva agenda de la I+D+i,128,"Fomentaremos el reconocimiento y atracción de talento científico, así como el apoyo al personal investigador, con especial atención al desarrollo de sus carreras profesionales."
2015,PP Madrid,La nueva agenda de la I+D+i,129,"Impulsaremos la mejora de las capacidades formativas del sistema fomentando la formación, cualificación y desarrollo de los investigadores, en especial de los más jóvenes, bajo criterios de calidad y excelencia."
2015,PP Madrid,La nueva agenda de la I+D+i,130,"Promoveremos la presencia de investigadores españoles en instituciones internacionales o extranjeras, y facilitaremos su retorno y la contribución de su experiencia al progreso del país."
2015,PP Madrid,La nueva agenda de la I+D+i,131,"Impulsaremos la inserción laboral y la empleabilidad de los recursos formados tanto en el sector público como en el sector empresarial, la movilidad temporal de los mismos entre las instituciones públicas y entre éstas y el sector privado, y la atracción de talento para la ejecución de actividades de I+D+i."
2015,PP Madrid,Infraestructuras para vertebrar España,132,"Avanzaremos en una política de infraestructuras que alcance de forma equilibrada y eficiente los objetivos de cohesión territorial, movilidad ciudadana y competitividad, aplicando el máximo rigor en la selección de las inversiones y una mayor adecuación a las necesidades reales de los ciudadanos."
2015,PP Madrid,Infraestructuras para vertebrar España,133,"Impulsaremos los corredores ferroviarios incluidos en el Plan de Infraestructuras, Transporte y Vivienda."
2015,PP Madrid,Infraestructuras para vertebrar España,134,"Continuaremos eliminando los pasos a nivel existentes, y la adopción de medidas complementarias o necesarias para mejorar la seguridad general del tráfico ferroviario."
2015,PP Madrid,Infraestructuras para vertebrar España,135,Impulsaremos la eliminación de los tramos de concentración de accidentes y otros puntos conflictivos de las vías de las que la comunidad autónoma sea titular.
2015,PP Madrid,Infraestructuras para vertebrar España,136,Promoveremos el diseño de planes especiales para carreteras turísticas y de acceso a puntos de interés cultural.
2015,PP Madrid,Infraestructuras para vertebrar España,137,"Mejoraremos el transporte rural de viajeros en zonas con débil tráfico, optimizando recursos, con medidas como el transporte a la demanda o la coordinación con el transporte escolar."
2015,PP Madrid,Infraestructuras para vertebrar España,138,"Profundizaremos en la reforma de la política de vivienda, para garantizar un modelo sostenible basado en el alquiler y la rehabilitación, que permita una recuperación equilibrada del sector."
2015,PP Madrid,Infraestructuras para vertebrar España,139,"Facilitaremos el acceso a la vivienda de las familias con menores ingresos a través de ayudas al alquiler adecuadas a la renta y composición familiar, priorizando los casos de ejecuciones hipotecarias, personas mayores y situaciones de especial vulnerabilidad."
2015,PP Madrid,Infraestructuras para vertebrar España,140,"Potenciaremos la construcción de parques públicos de viviendas en alquiler, para hacer frente a situaciones vitales de especial necesidad a través de alquileres rotacionales."
2015,PP Madrid,Infraestructuras para vertebrar España,141,"Mantendremos las medidas de prevención y apoyo a las familias vulnerables ante situaciones de desahucio, a través de viviendas en alquiler social y de acuerdo con entidades financieras que faciliten una segunda oportunidad."
2015,PP Madrid,Infraestructuras para vertebrar España,142,"Impulsaremos la rehabilitación y renovación de edificios y la regeneración de los barrios más degradados a través de ayudas y de medidas que favorezcan la financiación, para mejorar la calidad de vida en nuestros pueblos y ciudades, mejorar la eficiencia energética y favorecer la actividad económica y la creación de empleo."
2015,PP Madrid,Infraestructuras para vertebrar España,143,"Promoveremos actuaciones de mejora de la accesibilidad de los edificios y espacios urbanos, para hacer efectivo el derecho a la accesibilidad universal."
2015,PP Madrid,Infraestructuras para vertebrar España,144,"Avanzaremos en el desarrollo de ciudades sostenibles, a través de la implantación de soluciones inteligentes que integren mejoras de la conectividad, respeto al medioambiente y uso eficiente de los recursos."
2015,PP Madrid,Infraestructuras para vertebrar España,145,Potenciaremos la información al público sobre el estado de tramitación de los desarrollos de suelo y de la planificación urbanística.
2015,PP Madrid,El valor de las familias,146,"En el marco del futuro plan integral de apoyo a las familias previsto por el Gobierno de la Nación, promoveremos todos aquellos servicios, medidas y políticas sociales que favorezcan a las familias y ofrezcan un entorno favorable y positivo en el que se puedan difundir los valores que representan."
2015,PP Madrid,El valor de las familias,147,Colaboraremos con el Gobierno de la Nación en la atención a las familias en situación de vulnerabilidad como colectivo prioritario en las políticas activas de empleo y de protección por desempleo.
2015,PP Madrid,El valor de las familias,148,"Impulsaremos medidas para la racionalización de horarios que beneficien la conciliación de la vida personal, familiar y laboral."
2015,PP Madrid,El valor de las familias,149,"Reforzaremos las políticas de apoyo a la maternidad y las medidas de conciliación en el ámbito del hogar, en beneficio de la igualdad real entre mujeres y hombres. Velaremos para que ninguna mujer sea objeto de perjuicio o discriminación laboral por motivo de su embarazo o maternidad, tanto en su empleo actual como en la solicitud de nuevo empleo."
2015,PP Madrid,El valor de las familias,150,Adoptaremos medidas para cumplir con la agilización de los procedimientos de adopción y acogimiento que se han incluido en la reforma de la legislación de protección a la infancia del Gobierno para que el mayor número posible de niños tengan acceso a una familia.
2015,PP Madrid,El valor de las familias,151,"Seguiremos poniendo en marcha medidas que permitan apoyar a las familias numerosas, monoparentales, en riesgo de exclusión social, con personas dependientes, personas con discapacidad o que padecen violencia familiar. Facilitaremos a las familias acogedoras el acceso a la condición de familias numerosas."
2015,PP Madrid,El valor de las familias,152,Impulsaremos desde las comunidades autónomas la plena equiparación del acogimiento familiar y la filiación en materia de conciliación de la vida familiar y laboral. Igualmente impulsaremos su equiparación para determinar el mínimo por descendientes en materia fiscal.
